"","race.id","horse.ref","age","sireSR","trainerSR","daysLTO","position1","position2","position3","finpos","win","sp","entire","gelding","blinkers","visor","cheekpieces","tonguetie"
"55",6,13,8,8.2,3.5,10,"0","0","0",14,"no",100,1,0,0,0,0,0
"56",6,14,4,0,5.7,10,"0","0","0",3,"no",150,0,0,0,0,0,0
"57",7,1,7,8.1,7.5,12,"0","2","1",3,"no",4.5,0,1,0,0,0,0
"58",7,2,6,0,7.3,23,"0","4","0",5,"no",25,0,1,0,1,0,0
"59",7,3,5,8.4,12,227,"4","1","2",8,"no",5,0,1,0,0,0,0
"60",7,4,11,0,0,10,"0","0","0",6,"no",33,0,1,0,0,0,1
"61",7,5,4,12.4,15.5,20,"1","0","0",1,"yes",2,1,0,0,0,0,0
"62",7,6,5,7.6,5.4,249,"0","0","0",7,"no",33,0,1,0,0,0,0
"63",7,7,4,8.7,10.8,6,"2","0","0",4,"no",2.25,0,1,0,1,0,0
"64",7,8,5,8.1,10,7,"0","4","1",2,"no",14,0,1,0,0,0,0
"65",8,1,6,10.6,12.3,15,"0","0","2",1,"yes",6.5,0,1,0,0,0,0
"66",8,2,7,10,9,23,"0","4","2",11,"no",5,0,1,0,1,0,0
"67",8,3,4,0,0,14,"0","0","0",10,"no",50,0,0,0,0,1,0
"68",8,4,5,8.8,10.8,55,"0","0","0",2,"no",6.5,0,1,0,0,0,0
"69",8,5,10,8.8,9.2,33,"0","3","2",3,"no",5,0,1,1,0,0,0
"70",8,6,6,8.4,11.9,14,"4","0","1",8,"no",6,0,1,0,0,1,0
"71",8,7,4,5.4,10.1,13,"3","0","0",4,"no",10,0,1,0,0,0,0
"72",8,8,8,9.4,9.3,178,"0","0","0",9,"no",22,0,1,0,0,0,0
"73",8,9,4,8.1,6,154,"0","0","0",7,"no",6.5,0,1,0,0,0,0
"74",8,10,6,5.8,5.4,56,"0","0","0",6,"no",12,0,1,0,0,0,0
"75",8,11,4,8.5,6.6,11,"0","1","0",5,"no",14,0,0,0,1,0,0
"76",9,1,7,4.1,6.6,10,"1","0","0",1,"yes",10,0,1,0,0,1,0
"77",9,2,6,8.4,9.1,14,"0","0","2",13,"no",25,0,0,0,0,0,0
"78",9,3,4,4.9,7.5,31,"0","0","0",12,"no",33,0,0,0,0,0,0
"79",9,4,5,6.8,8.1,21,"0","0","0",14,"no",8,0,1,0,1,0,0
"80",9,5,8,7.6,0,14,"2","3","0",2,"no",4.5,0,1,0,0,0,0
"81",9,6,6,10,6.3,31,"3","2","3",6,"no",6.5,0,0,0,0,1,0
"82",9,7,6,10.3,9.1,10,"2","0","0",5,"no",4,0,0,0,0,0,0
"83",9,8,5,9.3,7.2,10,"0","0","0",9,"no",25,0,1,0,0,0,1
"84",9,9,4,8.1,6,75,"0","0","0",4,"no",9,0,1,0,0,0,0
"85",9,10,4,0,7.5,31,"0","1","0",7,"no",16,0,0,0,0,0,0
"86",9,11,4,3.4,0,6,"0","0","0",8,"no",12,0,1,0,0,1,0
"87",9,12,5,3.3,14,20,"2","4","0",10,"no",9,0,1,0,0,0,0
"88",9,13,9,5,5.3,22,"0","0","0",11,"no",16,0,1,0,0,0,0
"89",9,14,10,9,5.8,10,"0","0","0",3,"no",33,0,1,0,0,1,0
"90",10,1,5,6.5,8.4,23,"3","0","4",8,"no",16,0,1,0,0,0,0
"91",10,2,6,6.8,8.1,39,"0","1","2",4,"no",18,0,1,0,1,0,0
"92",10,3,4,8,11.3,11,"0","0","1",6,"no",16,0,0,0,0,0,0
"93",10,4,4,10.2,8.6,13,"0","0","0",11,"no",7,0,1,0,0,0,0
"94",10,5,4,8.1,9,25,"0","2","4",3,"no",5,0,1,0,0,1,0
"95",10,6,5,6.5,8.5,32,"0","0","2",10,"no",10,0,0,0,0,1,0
"96",10,7,6,10,6.3,30,"0","0","2",12,"no",11,1,0,1,0,0,0
"97",10,8,8,6.7,5.6,13,"4","4","2",9,"no",22,0,1,1,0,0,1
"98",10,9,4,7,7,31,"1","0","2",2,"no",7.5,0,1,0,0,1,0
"99",10,10,6,7.6,0,11,"0","0","0",7,"no",14,0,1,0,0,0,0
"100",10,11,7,5,8.1,14,"3","0","2",5,"no",5.5,0,1,1,0,0,0
"101",10,12,4,10.1,7.9,214,"0","0","0",13,"no",50,0,0,0,0,0,0
"102",10,13,4,8.8,10.8,14,"4","0","0",1,"yes",6.5,0,1,0,0,0,0
"103",11,1,4,13.7,9.7,12,"4","0","1",4,"no",3,1,0,0,0,0,0
"104",11,2,7,7,7,20,"0","4","2",3,"no",4,0,1,0,0,0,0
"105",11,3,5,9.3,4.9,274,"0","1","2",NA,NA,20,0,1,0,0,0,0
"106",11,4,4,8,10.3,153,"0","1","1",1,"yes",3,1,0,0,0,0,0
"107",11,5,6,10.1,5.3,28,"0","1","4",7,"no",10,0,1,0,0,0,0
"108",11,6,5,8.1,9,53,"0","2","4",5,"no",7.5,0,1,1,0,0,0
"109",11,7,4,4.7,7,13,"0","0","1",2,"no",25,1,0,0,0,0,0
"110",11,8,5,4.8,2.8,293,"0","1","0",8,"no",100,1,0,0,0,0,0
"111",12,1,6,9.4,10.2,5,"0","2","3",10,"no",5,0,1,0,0,0,0
"112",12,2,5,12.5,19.4,16,"0","4","4",11,"no",3,0,1,0,0,0,0
"113",12,3,5,9.3,8.4,23,"1","0","0",1,"yes",6,0,1,0,0,0,0
"114",12,4,5,8.1,4.2,21,"4","0","0",6,"no",16,0,0,0,0,1,0
"115",12,5,5,10.1,6.6,46,"0","0","0",2,"no",33,0,1,0,0,0,0
"116",12,6,5,8.4,10.6,58,"0","3","3",8,"no",9,0,0,0,0,0,0
"117",12,7,7,8.1,10.1,89,"2","1","1",5,"no",12,0,1,0,0,0,0
"118",12,8,5,10,11.9,16,"3","3","0",3,"no",4,0,1,0,0,0,0
"119",12,9,4,10.1,0,31,"0","3","0",9,"no",66,0,1,0,0,0,0
"120",12,10,8,10.1,7.2,20,"0","0","0",7,"no",16,0,1,0,0,0,0
"121",12,11,6,5.4,7.8,23,"0","4","0",4,"no",7.5,0,1,0,0,0,0
"127",14,1,4,10.3,9,12,"0","0","0",2,"no",7,1,0,0,0,0,0
"128",14,2,7,0,10.2,32,"3","0","0",4,"no",5,0,1,1,0,0,0
"129",14,3,4,7.1,15,12,"3","0","1",5,"no",3.5,0,1,0,0,0,0
"130",14,4,8,7.6,7.3,113,"0","1","2",6,"no",6.5,0,1,0,0,0,0
"131",14,5,5,4.1,0,35,"0","2","0",3,"no",3.5,0,1,0,0,0,0
"132",14,6,7,2.1,7.3,6,"2","0","0",1,"yes",3,0,0,0,0,0,0
"133",15,1,5,8.4,13.1,28,"2","2","1",7,"no",2,0,1,0,0,0,0
"134",15,2,4,13.7,9,39,"0","0","0",5,"no",8,0,0,0,0,0,0
"135",15,3,4,7.6,15,26,"4","0","0",1,"yes",7,0,1,0,0,1,0
"136",15,4,8,13.8,6.8,12,"0","2","0",6,"no",8,0,1,0,0,1,0
"137",15,5,5,6.5,10,1,"2","0","4",3,"no",3.33,0,1,0,0,0,0
"138",15,6,4,10.3,5,40,"0","1","0",8,"no",18,0,0,0,0,0,0
"139",15,7,5,9,8.4,20,"4","0","0",4,"no",7.5,0,1,0,0,1,0
"140",15,8,5,8,5.1,14,"0","0","0",2,"no",16,0,1,0,0,0,0
"141",16,1,9,13.8,17.9,43,"1","3","1",3,"no",4,0,1,0,0,0,0
"142",16,2,5,10.3,12.5,16,"1","0","3",2,"no",4.5,1,0,1,0,0,0
"143",16,3,7,13,7.7,35,"0","1","0",8,"no",8,0,1,0,1,0,0
"144",16,4,6,13.7,12.3,16,"0","0","0",5,"no",5,0,1,0,0,0,0
"145",16,5,7,7.6,8.7,14,"0","0","0",7,"no",8,0,1,0,0,0,0
"146",16,6,6,11,11.8,35,"1","0","4",6,"no",4.5,0,1,1,0,0,0
"147",16,7,7,6.5,8.7,84,"2","4","4",4,"no",8,0,1,0,0,1,0
"148",16,8,6,8.5,11.4,29,"0","4","0",1,"yes",16,0,1,0,0,0,0
"149",17,1,3,8.4,7.7,4,"1","2","3",7,"no",3.5,0,0,0,0,0,0
"150",17,2,3,9.5,12.5,20,"3","2","4",1,"yes",6,0,0,0,0,0,0
"151",17,3,3,6.5,5.4,7,"1","0","0",4,"no",7,0,1,0,0,0,0
"152",17,4,3,11,0,7,"2","3","0",2,"no",4,0,0,0,0,0,0
"153",17,5,3,0,8.3,35,"0","2","0",6,"no",10,0,0,1,0,0,0
"154",17,6,3,8.6,6.8,6,"2","0","0",3,"no",2.5,1,0,0,0,0,0
"155",17,7,3,13,8.1,7,"4","0","0",5,"no",16,0,0,0,0,0,0
"156",18,1,8,6.7,8.8,29,"0","0","4",5,"no",8.5,0,1,1,0,0,0
"157",18,2,4,5.9,7.1,16,"2","1","0",3,"no",6,0,0,0,0,0,0
"158",18,3,4,10,7.3,12,"2","0","0",11,"no",4.5,0,1,0,0,0,0
"159",18,4,4,9,9.1,12,"3","3","2",2,"no",4.5,0,0,0,0,0,0
"160",18,5,4,7.6,7.8,74,"3","2","0",7,"no",8.5,0,0,0,0,0,0
"161",18,6,8,9.4,9.2,22,"0","0","0",9,"no",20,0,1,0,0,0,0
"162",18,7,4,6.5,10.3,13,"0","4","4",1,"yes",5,0,0,0,0,0,0
"163",18,8,5,5,7,12,"0","3","0",10,"no",25,0,0,0,1,0,0
"164",18,9,5,9.5,8.1,20,"0","0","2",6,"no",14,0,0,0,0,0,0
"165",18,10,6,13,5.2,9,"0","4","0",8,"no",40,0,0,1,0,0,0
"166",19,1,7,8.9,9.3,12,"2","3","4",3,"no",3.33,0,1,0,0,1,0
"167",19,2,4,9,10.6,16,"2","0","0",4,"no",3.5,0,1,0,0,0,0
"168",19,3,5,8.1,5.2,3,"0","0","4",5,"no",7.5,0,1,0,0,1,0
"169",19,4,8,6.9,7.5,8,"1","0","0",1,"yes",3.5,0,1,1,0,0,0
"170",19,5,4,6.7,8,81,"0","0","0",8,"no",40,0,0,0,0,0,0
"171",19,6,5,6.5,8.2,23,"2","0","0",2,"no",3.5,0,1,0,0,0,0
"172",19,7,6,5,8,41,"0","0","3",7,"no",25,0,0,0,1,0,0
"173",19,8,5,16.1,8,65,"3","0","0",6,"no",33,0,0,0,1,0,0
"180",21,1,3,4,6.7,16,"2","3","2",3,"no",4,0,0,0,0,0,0
"181",21,2,3,13,0,8,"2","0","3",1,"yes",3.5,0,0,0,0,0,0
"182",21,3,3,12.4,10.4,16,"1","0","0",2,"no",2,0,0,1,0,0,0
"183",21,4,3,7.7,11.1,6,"3","3","4",4,"no",5,0,0,0,0,1,0
"184",21,5,3,6.7,8,4,"0","0","0",6,"no",10,0,0,0,0,0,0
"185",21,6,3,6.1,3.8,20,"0","0","0",5,"no",25,0,0,0,0,0,0
"186",21,7,3,4.9,6.4,16,"0","3","0",7,"no",11,0,0,0,0,0,0
"187",21,8,3,15.6,3.3,22,"0","0","0",8,"no",100,0,0,0,0,0,0
"188",22,1,6,6.7,5.6,14,"2","2","2",6,"no",2.25,0,1,0,1,0,0
"189",22,2,6,4.9,3.8,162,"0","0","0",4,"no",33,0,1,1,0,0,0
"190",22,3,7,7.7,5.6,17,"0","2","0",7,"no",3,0,1,0,1,0,0
"191",22,4,5,0,6.1,10,"0","4","0",3,"no",12,0,1,0,0,0,0
"192",22,5,5,8.4,8.6,31,"0","0","3",1,"yes",8,0,0,0,0,0,0
"193",22,6,11,7.3,6.1,28,"0","0","0",2,"no",40,0,1,0,0,0,0
"194",22,7,4,2.7,3.1,8,"0","0","0",10,"no",14,0,0,0,0,0,0
"195",22,8,5,9,7.2,17,"0","4","4",5,"no",6.5,0,0,0,0,0,0
"196",22,9,7,8.1,6,24,"0","0","1",9,"no",12,0,0,0,0,0,0
"197",22,10,7,9.1,6.6,269,"0","4","0",8,"no",12,0,1,0,0,0,0
"198",22,11,5,9,5.4,14,"0","0","0",11,"no",50,0,1,1,0,0,0
"199",23,1,4,8.8,10.9,4,"1","4","3",2,"no",1.87,0,1,0,0,0,0
"200",23,2,6,13,0,10,"3","2","3",1,"yes",8,0,1,0,0,0,0
"201",23,3,5,7.1,7.6,14,"1","2","3",6,"no",5,0,1,0,0,0,0
"202",23,4,4,6.7,5.3,19,"0","0","4",9,"no",33,1,0,0,0,0,0
"203",23,5,4,4.9,6.4,10,"2","0","1",4,"no",8,1,0,0,1,0,0
"204",23,6,8,2.7,4.1,5,"0","3","4",5,"no",20,0,1,0,0,0,0
"205",23,7,6,4.8,3.8,253,"0","4","0",8,"no",66,0,1,1,0,0,0
"206",23,8,6,8.1,5.9,5,"2","4","2",3,"no",3,0,1,0,0,0,0
"207",23,9,9,8.4,9.2,119,"0","3","0",7,"no",66,0,0,0,0,0,0
"208",23,10,8,9,4.1,2,"0","0","0",10,"no",33,0,1,0,0,0,0
"209",24,1,9,6.8,8.8,5,"1","4","1",4,"no",1.75,0,1,0,0,0,0
"210",24,2,5,5.5,12.1,60,"0","3","1",2,"no",6,0,1,0,0,0,0
"211",24,3,5,8.3,6.6,11,"3","2","4",5,"no",8,0,1,0,0,1,0
"212",24,4,4,6.8,8.9,18,"1","0","4",1,"yes",1.75,1,0,0,0,0,0
"213",24,5,8,15.1,9.1,10,"0","0","0",3,"no",16,0,1,0,0,0,1
"214",24,6,9,8.4,0,28,"0","0","0",6,"no",28,0,1,0,0,0,1
"215",25,1,12,6.7,5.6,7,"0","4","0",4,"no",7,0,1,0,0,0,0
"216",25,2,8,5.8,10.7,16,"0","2","0",6,"no",14,0,1,1,0,0,0
"217",25,3,8,2.7,3.1,19,"1","2","3",2,"no",16,0,1,0,1,0,0
"218",25,4,5,7.2,8.7,5,"2","0","0",1,"yes",1.37,0,1,0,0,0,0
"219",25,5,7,13,8.7,7,"4","1","0",3,"no",6,0,1,0,0,1,0
"220",25,6,6,8.4,12,7,"3","1","0",5,"no",3,0,1,0,0,0,0
"221",25,7,6,5,7.6,210,"0","1","2",7,"no",20,0,1,0,0,0,0
"222",26,1,6,2.7,3.1,18,"1","1","4",6,"no",6,1,0,0,0,0,0
"223",26,2,5,13,14.3,28,"0","0","2",7,"no",6,0,1,1,0,0,0
"224",26,3,6,5.4,10.6,18,"1","1","2",2,"no",3.5,0,1,0,0,0,0
"225",26,4,6,10.3,7.2,4,"0","0","4",1,"yes",5,0,1,1,0,0,0
"226",26,5,6,9,5.3,11,"0","4","0",4,"no",20,0,1,1,0,0,0
"227",26,6,5,8.4,10.9,4,"2","0","0",5,"no",1.75,0,1,0,1,0,0
"228",26,7,6,4.9,10.7,132,"0","4","1",3,"no",14,0,1,0,0,0,0
"229",27,1,6,10.2,8.8,10,"1","1","0",5,"no",5.5,0,1,0,0,0,0
"230",27,2,5,10.3,5.6,16,"0","3","2",4,"no",5,0,1,1,0,0,0
"231",27,3,7,7.6,5.6,54,"0","2","2",11,"no",14,0,0,0,0,1,0
"232",27,4,8,6.8,8,4,"4","3","4",9,"no",6.5,0,1,0,1,0,0
"233",27,5,7,7.3,7.5,15,"4","4","1",6,"no",7.5,0,1,0,0,0,0
"234",27,6,5,9.4,11.7,16,"0","1","0",10,"no",20,0,1,0,0,0,0
"235",27,7,4,6.3,2.9,25,"0","0","0",8,"no",100,0,1,0,0,0,0
"236",27,8,4,12.4,100,111,"0","0","0",1,"yes",8,0,1,0,0,0,0
"237",27,9,6,7.4,9.3,18,"2","3","0",3,"no",12,0,1,0,0,0,0
"238",27,10,5,9,5.4,23,"0","4","0",2,"no",12,0,1,0,0,0,0
"239",27,11,4,8.1,6.2,28,"0","0","0",13,"no",20,0,0,0,1,0,0
"240",27,12,5,10.6,9.8,10,"2","1","3",7,"no",5.5,0,1,0,0,1,0
"241",27,13,4,10,6.4,20,"0","0","0",12,"no",100,0,0,0,0,0,0
"246",29,1,9,11,11.9,21,"0","3","4",2,"no",2.25,0,1,1,0,0,0
"247",29,2,6,8.1,12.6,10,"1","2","3",1,"yes",2,1,0,0,0,0,0
"248",29,3,6,7,12.1,18,"3","3","2",4,"no",6,0,1,0,0,1,0
"249",29,4,6,12.5,100,18,"0","3","0",6,"no",25,0,1,0,0,0,0
"250",29,5,7,12.5,15.5,17,"0","0","0",5,"no",5,0,1,1,0,0,0
"251",29,6,4,10.6,8.4,10,"2","0","0",3,"no",5.5,0,1,0,0,0,0
"252",31,1,4,8.1,12,43,"0","2","0",3,"no",14,0,1,0,0,0,0
"253",31,2,6,9.3,13.2,4,"1","1","4",1,"yes",0.61,0,1,0,0,0,0
"254",31,3,5,4.9,11.4,9,"3","0","0",2,"no",8,0,1,0,0,0,0
"255",31,4,4,10.2,12.5,25,"2","4","1",6,"no",11,0,1,0,0,1,0
"256",31,5,6,8.6,7.5,19,"2","3","0",7,"no",6.5,0,1,0,0,0,0
"257",31,6,4,7.3,10.7,122,"0","0","0",8,"no",33,0,0,0,0,0,0
"258",31,7,4,8.1,5.3,8,"0","1","0",5,"no",20,0,1,0,0,0,0
"259",31,8,4,9,9.6,9,"0","0","0",4,"no",40,0,1,0,0,0,0
"260",32,1,3,9,9,12,"2","0","0",8,"no",22,0,1,0,0,0,0
"261",32,2,3,8.8,8.7,11,"3","1","0",5,"no",4.5,0,0,0,0,0,0
"262",32,3,3,5.4,10.1,22,"0","0","0",10,"no",20,0,1,0,0,0,0
"263",32,4,3,8.2,10,11,"0","0","0",1,"yes",7,0,0,0,0,0,0
"264",32,5,3,10.2,8.7,5,"2","0","4",4,"no",11,0,0,0,0,0,0
"265",32,6,3,5.5,7,201,"4","0","3",6,"no",16,0,1,0,0,0,0
"266",32,7,3,8,12.5,37,"0","0","0",9,"no",9,1,0,0,0,0,0
"267",32,8,3,9.4,12.5,37,"3","0","0",2,"no",6,0,0,0,0,0,0
"268",32,9,3,10,13.6,21,"0","0","0",11,"no",12,0,0,0,0,0,0
"269",32,10,3,10,7.5,8,"2","0","4",6,"no",6,0,0,0,0,1,0
"270",32,11,3,8.1,10.7,105,"0","0","0",3,"no",7.5,0,0,0,0,0,0
"271",33,1,5,10.1,6.1,20,"3","0","3",12,"no",28,0,0,1,0,0,0
"272",33,2,6,9.3,9,23,"4","0","0",6,"no",16,0,0,1,0,0,0
"273",33,3,8,10,9.4,51,"0","0","2",7,"no",18,0,1,0,0,0,0
"274",33,4,5,7.3,6.1,86,"0","0","0",2,"no",50,0,1,0,0,0,0
"275",33,5,7,7.3,10.7,24,"3","3","0",1,"yes",0.66,0,1,0,0,0,0
"276",33,6,8,8.8,6.8,6,"0","0","0",5,"no",22,0,1,1,0,0,0
"277",33,7,6,5,5.4,19,"1","0","0",8,"no",22,0,0,0,0,1,0
"278",33,8,4,3.3,13.8,8,"4","0","0",11,"no",20,0,1,0,0,1,0
"279",33,9,4,4.9,10.3,11,"0","0","0",9,"no",20,0,0,0,0,1,0
"280",33,10,4,8,6.9,25,"0","3","1",4,"no",50,0,0,0,0,0,0
"281",33,11,6,8.1,6.9,4,"0","2","3",3,"no",4.5,0,1,0,0,0,0
"282",33,12,5,10,7.5,11,"0","0","0",10,"no",20,1,0,0,0,0,0
"283",34,1,5,9,8.4,11,"1","4","4",7,"no",14,0,1,0,0,0,0
"284",34,2,7,10,5.8,39,"0","0","0",5,"no",14,0,1,0,0,0,0
"285",34,3,5,9.3,11.9,36,"2","0","3",13,"no",5,1,0,0,0,0,0
"286",34,4,6,8.2,10.1,18,"4","1","1",9,"no",12,0,1,0,0,0,0
"287",34,5,5,10.1,8.5,12,"3","1","0",6,"no",6.5,0,1,0,0,1,0
"288",34,6,7,10.1,11.3,28,"0","4","0",1,"yes",7.5,0,1,0,0,0,0
"289",34,7,5,8.6,7.4,17,"3","4","1",2,"no",6,0,1,0,0,0,0
"290",34,8,6,8.8,12.1,26,"0","1","2",8,"no",12,0,1,1,0,0,0
"291",34,9,7,11.6,7,18,"0","0","0",10,"no",33,0,1,0,1,0,0
"292",34,10,5,12.5,9.6,11,"1","0","2",3,"no",9,0,1,0,0,0,1
"293",34,11,7,8,8.4,18,"0","3","0",11,"no",22,0,1,0,0,0,0
"294",34,12,7,10,8.6,39,"0","0","4",12,"no",33,0,1,0,0,0,0
"295",34,13,5,5.4,10.7,61,"0","1","0",3,"no",8,0,1,0,0,0,0
"296",35,1,5,8.8,12.1,16,"4","2","0",10,"no",6,0,1,0,0,0,0
"297",35,2,6,8.1,6.9,19,"0","0","2",4,"no",8,0,0,0,0,0,0
"298",35,3,6,8,9.1,23,"0","0","0",12,"no",40,0,1,0,0,1,0
"299",35,4,5,10.2,8.8,21,"1","0","0",9,"no",10,0,1,1,0,0,0
"300",35,5,4,7.7,5.3,25,"2","0","0",8,"no",18,1,0,0,1,0,0
"301",35,6,4,10.1,0,11,"0","0","0",5,"no",9,0,1,0,1,0,0
"302",35,7,6,9.9,8.6,37,"0","0","3",13,"no",25,0,1,0,0,0,0
"303",35,8,5,6.5,8.5,70,"0","0","4",1,"yes",11,0,0,0,0,0,0
"304",35,9,5,11.6,11,11,"3","0","0",3,"no",5,0,0,0,0,0,0
"305",35,10,6,6.6,5.6,23,"3","0","4",7,"no",7.5,0,1,0,0,1,0
"306",35,11,7,5.5,7,68,"0","0","0",2,"no",7,0,1,0,0,0,1
"307",35,12,8,5,6.8,11,"0","3","0",6,"no",16,0,1,0,1,0,0
"308",35,13,9,9,11.1,30,"0","0","0",11,"no",8,0,1,0,0,1,0
"309",37,1,13,10,9.9,12,"2","0","0",2,"no",7.5,0,1,0,0,0,0
"310",37,2,6,10,6.6,27,"1","1","3",4,"no",3.5,1,0,0,0,0,0
"311",37,3,7,9,12.3,28,"3","0","0",6,"no",5,0,1,0,0,0,0
"312",37,4,6,4.9,10.8,43,"0","2","1",7,"no",3.5,0,1,0,0,0,0
"313",37,5,11,0,11.1,17,"4","4","0",1,"yes",5.5,0,1,0,0,0,0
"314",37,6,6,6.7,8.1,12,"0","0","0",5,"no",16,0,1,0,0,0,0
"315",37,7,4,12.5,9.8,26,"3","1","0",3,"no",3,0,1,0,0,0,0
"316",38,1,7,7.4,9.2,187,"3","3","0",5,"no",8,0,1,0,0,0,0
"317",38,2,6,9,3.8,12,"4","0","0",1,"yes",7,0,0,0,0,1,0
"318",38,3,8,15.1,8,14,"0","0","2",4,"no",4,0,1,0,1,0,0
"319",38,4,5,6.7,8,11,"0","0","0",8,"no",10,0,1,0,1,0,0
"320",38,5,4,6.8,9.8,5,"2","0","3",3,"no",2.25,0,0,0,0,0,1
"321",38,6,6,10,4.9,5,"0","2","4",2,"no",6,0,1,0,0,0,0
"322",38,7,7,9.5,6.4,154,"0","0","0",7,"no",7.5,0,1,0,1,0,0
"323",38,8,6,8.4,10.6,4,"0","0","0",9,"no",25,0,1,1,0,0,0
"324",38,9,5,4.9,3.4,11,"3","0","0",6,"no",16,0,1,1,0,0,0
"325",39,1,5,6.9,0,4,"0","0","0",7,"no",9,0,1,0,0,0,0
